GeneID,log2FC,P.Value,adj.P.Value
ENSG00000144868,-1.140450795,0.050059586,0.23984109
ENSG00000112182,-1.140555261,0.013228631,0.154869735
ENSG00000115221,-1.142004247,0.094454726,0.318108201
ENSG00000163251,-1.142180303,0.012780174,0.152948938
ENSG00000166278,-1.143496791,0.07741621,0.28749013
ENSG00000105137,-1.144055478,0.064021219,0.268589386
ENSG00000166347,-1.144092308,0.10609852,0.342649117
ENSG00000169495,-1.144426571,0.14270642,0.391659891
ENSG00000127955,-1.144543229,0.016333285,0.165355524
ENSG00000240654,-1.144745981,0.261018687,0.560967329
ENSG00000261934,-1.144896972,0.101633807,0.333547175
ENSG00000197971,-1.145387715,0.003494543,0.094147184
ENSG00000144909,-1.146111592,0.001072567,0.054240853
ENSG00000120278,-1.146785062,0.018011655,0.170879034
ENSG00000125170,-1.147242099,0.064971549,0.268589386
ENSG00000235217,-1.148136259,0.046321972,0.231449142
ENSG00000106829,-1.148248602,0.011865509,0.148307829
ENSG00000008118,-1.14838266,0.073045795,0.283344661
ENSG00000123243,-1.148446761,0.222890095,0.514880128
ENSG00000258794,-1.14846577,0.18082109,0.459946253
ENSG00000125538,-1.148559013,0.092758558,0.314885551
ENSG00000137752,-1.149375097,0.010080896,0.14065117
ENSG00000248464,-1.149680494,0.312727146,0.589141683
ENSG00000099769,-1.150232407,0.246285324,0.551411385
ENSG00000064835,-1.150655341,0.261197747,0.560967329
ENSG00000023191,-1.151236433,0.028697122,0.19707819
ENSG00000125730,-1.152197417,0.052877387,0.244418577
ENSG00000141447,-1.152293722,0.005004472,0.109233307
ENSG00000162882,-1.152478947,0.025167797,0.189241214
ENSG00000234161,-1.152512855,0.306630007,0.581147191
ENSG00000130032,-1.152685642,0.109033839,0.348372618
ENSG00000119986,-1.152947677,0.072350384,0.283344661
ENSG00000185269,-1.153114834,0.1637042,0.430150822
ENSG00000091704,-1.153543694,0.218732715,0.508017289
ENSG00000144815,-1.153688183,0.00531905,0.110973469
ENSG00000112531,-1.154075243,0.019192722,0.173753634
ENSG00000207954,-1.154148835,0.329615169,0.611184131
ENSG00000068366,-1.154438882,0.027735,0.195036438
ENSG00000172296,-1.154540762,0.047157437,0.233272532
ENSG00000104805,-1.155853245,0.037927786,0.215552337
ENSG00000167693,-1.15628,0.03058768,0.20169893
ENSG00000083290,-1.156658519,0.002121539,0.07601721
ENSG00000141748,-1.156727577,0.297690894,0.569425628
ENSG00000165914,-1.157037941,0.014465428,0.159161813
ENSG00000237576,-1.157582938,0.254893643,0.560967329
ENSG00000228100,-1.158299986,0.315906448,0.593268138
ENSG00000174740,-1.158490438,0.060408786,0.261007883
ENSG00000213205,-1.158528551,0.373624434,0.667023013
ENSG00000047849,-1.158762155,0.009413921,0.137004366
ENSG00000105953,-1.159064461,0.005303636,0.11089468
ENSG00000072840,-1.159314104,0.033582323,0.207371819
ENSG00000179862,-1.159805616,0.112087141,0.355312711
ENSG00000005486,-1.160531373,0.029998424,0.200463451
ENSG00000275238,-1.160573042,0.403361956,0.702916192
ENSG00000125434,-1.160899469,0.014871807,0.160834393
ENSG00000240370,-1.161860511,0.019481194,0.174376475
ENSG00000227550,-1.161930379,0.414951945,0.716744873
ENSG00000087884,-1.162118215,0.01749385,0.169451282
ENSG00000159176,-1.16224192,0.019936781,0.175957437
ENSG00000244476,-1.162593411,0.333486737,0.616451048
ENSG00000198010,-1.162599556,0.243841865,0.54729506
ENSG00000062524,-1.162672149,0.172947154,0.44647073
ENSG00000124762,-1.162695115,0.038260336,0.215588116
ENSG00000163285,-1.164142988,0.467344139,0.773193922
ENSG00000121552,-1.164199361,0.091099851,0.314104501
ENSG00000149809,-1.1644782,0.070660566,0.280522681
ENSG00000258998,-1.165385867,0.281054465,0.560967329
ENSG00000266412,-1.165769317,0.002430212,0.08034847
ENSG00000186998,-1.16654433,0.046428944,0.231687
ENSG00000158477,-1.166992262,0.282609401,0.560967329
ENSG00000273033,-1.167067066,0.012762385,0.152917398
ENSG00000111913,-1.167751247,0.029987982,0.200437964
ENSG00000150337,-1.167919662,0.084613414,0.301589553
ENSG00000050555,-1.168158006,0.126894142,0.37906611
ENSG00000136141,-1.168845329,0.004278611,0.101654539
ENSG00000212932,-1.169749458,0.403361958,0.702916192
ENSG00000215480,-1.169749458,0.403361958,0.702916192
ENSG00000162733,-1.169803701,0.025658753,0.190069609
ENSG00000251322,-1.170121834,0.034549849,0.209355506
ENSG00000139192,-1.170264272,0.006261319,0.118195897
ENSG00000167880,-1.170583857,0.136086497,0.37906611
ENSG00000104774,-1.17062683,0.022049594,0.182040075
ENSG00000131196,-1.170909031,0.031390821,0.202685536
ENSG00000137801,-1.171131226,0.101711451,0.333702939
ENSG00000249834,-1.171648822,0.185913427,0.463952491
ENSG00000212176,-1.173077674,0.344301332,0.630506765
ENSG00000171451,-1.173472169,0.007968615,0.129444404
ENSG00000135773,-1.17394659,0.238503875,0.539449904
ENSG00000159251,-1.174120959,0.290816403,0.560967329
ENSG00000197043,-1.174204145,0.017985824,0.17082996
ENSG00000182687,-1.174647865,0.247746367,0.553789767
ENSG00000103647,-1.175035493,0.14217955,0.390759564
ENSG00000111981,-1.175561749,0.144266949,0.39477437
ENSG00000126561,-1.175905578,0.010456313,0.141923675
ENSG00000172638,-1.175970165,0.023151014,0.184801739
ENSG00000232699,-1.176025595,0.33127217,0.613576318
ENSG00000160223,-1.176418033,0.158655669,0.421393414
ENSG00000108175,-1.176604158,0.005979185,0.116517891
ENSG00000260105,-1.176711945,0.125406275,0.37906611
ENSG00000120896,-1.177609642,0.033893856,0.207866587
ENSG00000104067,-1.177710595,0.004038806,0.098838851
ENSG00000153179,-1.178946025,0.000999103,0.052319265
ENSG00000134352,-1.179513791,0.008183795,0.130189493
ENSG00000061455,-1.179764589,0.049778021,0.239003256
ENSG00000214321,-1.179774525,0.293241547,0.563695922
ENSG00000225849,-1.180336397,0.380709558,0.676313807
ENSG00000261359,-1.180798244,0.35317952,0.641722114
ENSG00000224514,-1.180802987,0.308140525,0.583070434
ENSG00000261064,-1.181931147,0.175599361,0.451174485
ENSG00000205302,-1.182397034,0.001047816,0.053601504
ENSG00000224689,-1.182528969,0.149389559,0.404672551
ENSG00000281769,-1.182717952,0.358949356,0.648980178
ENSG00000111341,-1.182906368,0.033369679,0.206738936
ENSG00000196182,-1.18370046,0.012607532,0.1522519
ENSG00000131378,-1.183761506,0.014700747,0.160090976
ENSG00000148082,-1.184134177,0.033723043,0.207651899
ENSG00000132514,-1.185233858,0.048058402,0.235442618
ENSG00000180769,-1.18597258,0.045372861,0.230013624
ENSG00000099204,-1.186152973,0.053056248,0.244742683
ENSG00000163131,-1.186437499,0.021644053,0.180714699
ENSG00000166450,-1.186519046,0.059558419,0.258969939
ENSG00000106771,-1.1865663,0.002366959,0.079152963
ENSG00000211713,-1.18697797,0.343738975,0.629782032
ENSG00000258791,-1.187281411,0.269108334,0.560967329
ENSG00000272281,-1.188495092,0.344189288,0.630416107
ENSG00000260804,-1.188669258,0.04417991,0.228636893
ENSG00000249948,-1.190532727,0.288063771,0.560967329
ENSG00000131203,-1.190663456,0.0279528,0.195536986
ENSG00000111540,-1.190691924,0.005341358,0.111233223
ENSG00000196924,-1.190740805,0.032591829,0.205349875
ENSG00000253485,-1.190954453,0.053601349,0.245989845
ENSG00000197019,-1.191275611,0.090439256,0.314104501
ENSG00000106258,-1.191276457,0.127669103,0.37906611
ENSG00000102970,-1.191356439,0.184166427,0.463952491
ENSG00000110237,-1.191600322,0.014837795,0.160772909
ENSG00000099139,-1.191692018,0.016571044,0.166086048
ENSG00000223621,-1.192273349,0.312800222,0.589178034
ENSG00000186407,-1.192379044,0.1523314,0.41025292
ENSG00000142961,-1.192718509,0.00508256,0.109733858
ENSG00000229596,-1.193129007,0.229770344,0.525732002
ENSG00000017483,-1.193447073,0.032113039,0.204392788
ENSG00000161642,-1.194028068,0.015159521,0.161424537
ENSG00000072786,-1.194334192,0.003098415,0.088837851
ENSG00000178722,-1.19455114,0.207571692,0.489953116
ENSG00000135835,-1.194848992,0.017615968,0.169713831
ENSG00000224927,-1.194968803,0.43748188,0.743201883
ENSG00000162599,-1.195408755,0.032677713,0.20551209
ENSG00000163820,-1.196534997,0.006700127,0.121298469
ENSG00000111405,-1.196770999,0.157124494,0.418724039
ENSG00000177119,-1.196933737,0.0021926,0.076915254
ENSG00000164342,-1.196947459,0.026649273,0.192297419
ENSG00000115993,-1.197609591,0.001398004,0.061387429
ENSG00000266698,-1.197809409,0.304560326,0.578285998
ENSG00000177464,-1.198012926,0.102407144,0.335221696
ENSG00000068615,-1.199377895,0.073765754,0.284034883
ENSG00000198585,-1.199665168,0.003693453,0.096372354
ENSG00000047365,-1.201432903,0.035559216,0.211311462
ENSG00000174502,-1.201458644,0.208351809,0.491315156
ENSG00000167208,-1.201638781,0.011162566,0.145021538
ENSG00000157110,-1.202048915,0.009033559,0.135241768
ENSG00000112367,-1.203591487,0.002575889,0.082215039
ENSG00000225151,-1.203685068,0.111185624,0.35354819
ENSG00000165092,-1.203843815,0.135331687,0.37906611
ENSG00000174885,-1.204787723,0.112347972,0.355822504
ENSG00000248995,-1.205679985,0.398332634,0.697823394
ENSG00000043143,-1.206368912,0.005575185,0.113193661
ENSG00000104903,-1.20654624,0.040797447,0.221818855
ENSG00000114446,-1.206976744,0.019841819,0.175580505
ENSG00000182586,-1.207066076,0.346898167,0.633794638
ENSG00000222267,-1.207318657,0.270708946,0.560967329
ENSG00000187193,-1.207448286,0.196783811,0.472078758
ENSG00000161594,-1.209217382,0.226143172,0.520247136
ENSG00000198324,-1.209246075,0.023005677,0.18431415
ENSG00000198189,-1.209286895,0.009438688,0.137004366
ENSG00000266308,-1.209436968,0.296831164,0.568365001
ENSG00000128383,-1.209660947,0.149915709,0.405640156
ENSG00000063515,-1.209765147,0.192061263,0.463952491
ENSG00000101292,-1.209765147,0.192061263,0.463952491
ENSG00000176230,-1.209765147,0.192061263,0.463952491
ENSG00000176923,-1.209765147,0.192061263,0.463952491
ENSG00000176925,-1.209765147,0.192061263,0.463952491
ENSG00000177144,-1.209765147,0.192061263,0.463952491
ENSG00000181323,-1.209765147,0.192061263,0.463952491
ENSG00000182035,-1.209765147,0.192061263,0.463952491
ENSG00000183292,-1.209765147,0.192061263,0.463952491
ENSG00000183560,-1.209765147,0.192061263,0.463952491
ENSG00000185372,-1.209765147,0.192061263,0.463952491
ENSG00000188155,-1.209765147,0.192061263,0.463952491
ENSG00000188585,-1.209765147,0.192061263,0.463952491
ENSG00000197038,-1.209765147,0.192061263,0.463952491
ENSG00000197591,-1.209765147,0.192061263,0.463952491
ENSG00000197627,-1.209765147,0.192061263,0.463952491
ENSG00000198284,-1.209765147,0.192061263,0.463952491
ENSG00000198390,-1.209765147,0.192061263,0.463952491
ENSG00000201695,-1.209765147,0.192061263,0.463952491
ENSG00000203908,-1.209765147,0.192061263,0.463952491
ENSG00000204414,-1.209765147,0.192061263,0.463952491
ENSG00000204547,-1.209765147,0.192061263,0.463952491
ENSG00000206686,-1.209765147,0.192061263,0.463952491
ENSG00000207071,-1.209765147,0.192061263,0.463952491
ENSG00000207077,-1.209765147,0.192061263,0.463952491
ENSG00000207180,-1.209765147,0.192061263,0.463952491
ENSG00000207435,-1.209765147,0.192061263,0.463952491
ENSG00000207935,-1.209765147,0.192061263,0.463952491
ENSG00000211907,-1.209765147,0.192061263,0.463952491
ENSG00000211991,-1.209765147,0.192061263,0.463952491
ENSG00000212204,-1.209765147,0.192061263,0.463952491
ENSG00000214878,-1.209765147,0.192061263,0.463952491
ENSG00000215117,-1.209765147,0.192061263,0.463952491
ENSG00000215317,-1.209765147,0.192061263,0.463952491
ENSG00000215339,-1.209765147,0.192061263,0.463952491
ENSG00000217268,-1.209765147,0.192061263,0.463952491
ENSG00000219532,-1.209765147,0.192061263,0.463952491
ENSG00000222522,-1.209765147,0.192061263,0.463952491
ENSG00000223611,-1.209765147,0.192061263,0.463952491
ENSG00000223921,-1.209765147,0.192061263,0.463952491
ENSG00000224065,-1.209765147,0.192061263,0.463952491
ENSG00000224344,-1.209765147,0.192061263,0.463952491
ENSG00000224351,-1.209765147,0.192061263,0.463952491
ENSG00000224372,-1.209765147,0.192061263,0.463952491
ENSG00000224517,-1.209765147,0.192061263,0.463952491
ENSG00000224896,-1.209765147,0.192061263,0.463952491
ENSG00000225226,-1.209765147,0.192061263,0.463952491
ENSG00000225942,-1.209765147,0.192061263,0.463952491
ENSG00000226507,-1.209765147,0.192061263,0.463952491
ENSG00000226693,-1.209765147,0.192061263,0.463952491
ENSG00000227593,-1.209765147,0.192061263,0.463952491
ENSG00000228815,-1.209765147,0.192061263,0.463952491
ENSG00000229086,-1.209765147,0.192061263,0.463952491
ENSG00000229146,-1.209765147,0.192061263,0.463952491
ENSG00000229335,-1.209765147,0.192061263,0.463952491
ENSG00000229546,-1.209765147,0.192061263,0.463952491
ENSG00000230595,-1.209765147,0.192061263,0.463952491
ENSG00000230622,-1.209765147,0.192061263,0.463952491
ENSG00000230636,-1.209765147,0.192061263,0.463952491
ENSG00000230778,-1.209765147,0.192061263,0.463952491
ENSG00000231199,-1.209765147,0.192061263,0.463952491
ENSG00000231915,-1.209765147,0.192061263,0.463952491
ENSG00000232922,-1.209765147,0.192061263,0.463952491
ENSG00000233071,-1.209765147,0.192061263,0.463952491
ENSG00000233349,-1.209765147,0.192061263,0.463952491
ENSG00000233441,-1.209765147,0.192061263,0.463952491
ENSG00000233489,-1.209765147,0.192061263,0.463952491
ENSG00000233522,-1.209765147,0.192061263,0.463952491
ENSG00000233606,-1.209765147,0.192061263,0.463952491
ENSG00000233699,-1.209765147,0.192061263,0.463952491
ENSG00000234075,-1.209765147,0.192061263,0.463952491
ENSG00000234169,-1.209765147,0.192061263,0.463952491
ENSG00000234458,-1.209765147,0.192061263,0.463952491
ENSG00000234576,-1.209765147,0.192061263,0.463952491
ENSG00000235606,-1.209765147,0.192061263,0.463952491
ENSG00000235864,-1.209765147,0.192061263,0.463952491
ENSG00000236597,-1.209765147,0.192061263,0.463952491
ENSG00000236965,-1.209765147,0.192061263,0.463952491
ENSG00000237650,-1.209765147,0.192061263,0.463952491
ENSG00000238788,-1.209765147,0.192061263,0.463952491
ENSG00000239967,-1.209765147,0.192061263,0.463952491
ENSG00000240152,-1.209765147,0.192061263,0.463952491
ENSG00000240511,-1.209765147,0.192061263,0.463952491
ENSG00000240992,-1.209765147,0.192061263,0.463952491
ENSG00000242107,-1.209765147,0.192061263,0.463952491
ENSG00000242912,-1.209765147,0.192061263,0.463952491
ENSG00000242985,-1.209765147,0.192061263,0.463952491
ENSG00000244130,-1.209765147,0.192061263,0.463952491
ENSG00000244142,-1.209765147,0.192061263,0.463952491
ENSG00000244246,-1.209765147,0.192061263,0.463952491
ENSG00000244326,-1.209765147,0.192061263,0.463952491
ENSG00000248136,-1.209765147,0.192061263,0.463952491
ENSG00000250464,-1.209765147,0.192061263,0.463952491
ENSG00000251174,-1.209765147,0.192061263,0.463952491
ENSG00000251954,-1.209765147,0.192061263,0.463952491
ENSG00000251975,-1.209765147,0.192061263,0.463952491
ENSG00000252070,-1.209765147,0.192061263,0.463952491
ENSG00000252271,-1.209765147,0.192061263,0.463952491
ENSG00000252275,-1.209765147,0.192061263,0.463952491
ENSG00000252548,-1.209765147,0.192061263,0.463952491
ENSG00000252955,-1.209765147,0.192061263,0.463952491
ENSG00000253279,-1.209765147,0.192061263,0.463952491
ENSG00000253794,-1.209765147,0.192061263,0.463952491
ENSG00000253889,-1.209765147,0.192061263,0.463952491
ENSG00000254381,-1.209765147,0.192061263,0.463952491
ENSG00000254896,-1.209765147,0.192061263,0.463952491
ENSG00000257173,-1.209765147,0.192061263,0.463952491
ENSG00000257612,-1.209765147,0.192061263,0.463952491
ENSG00000258771,-1.209765147,0.192061263,0.463952491
ENSG00000259427,-1.209765147,0.192061263,0.463952491
ENSG00000261233,-1.209765147,0.192061263,0.463952491
ENSG00000261581,-1.209765147,0.192061263,0.463952491
ENSG00000261965,-1.209765147,0.192061263,0.463952491
ENSG00000263608,-1.209765147,0.192061263,0.463952491
ENSG00000263649,-1.209765147,0.192061263,0.463952491
ENSG00000263862,-1.209765147,0.192061263,0.463952491
ENSG00000263909,-1.209765147,0.192061263,0.463952491
ENSG00000264073,-1.209765147,0.192061263,0.463952491
ENSG00000264330,-1.209765147,0.192061263,0.463952491
ENSG00000264583,-1.209765147,0.192061263,0.463952491
ENSG00000265593,-1.209765147,0.192061263,0.463952491
ENSG00000266006,-1.209765147,0.192061263,0.463952491
ENSG00000272900,-1.209765147,0.192061263,0.463952491
ENSG00000274059,-1.209765147,0.192061263,0.463952491
ENSG00000274583,-1.209765147,0.192061263,0.463952491
ENSG00000275101,-1.209765147,0.192061263,0.463952491
ENSG00000277199,-1.209765147,0.192061263,0.463952491
ENSG00000278529,-1.209765147,0.192061263,0.463952491
ENSG00000279797,-1.209765147,0.192061263,0.463952491
ENSG00000105329,-1.210197266,0.02266794,0.183355878
ENSG00000167703,-1.210287656,0.016354581,0.165414263
ENSG00000184557,-1.211203948,0.095821486,0.321048689
ENSG00000163788,-1.212399002,0.00159591,0.065983822
ENSG00000079337,-1.212564072,0.008921549,0.134800772
ENSG00000079739,-1.213023351,0.01684216,0.167103738
ENSG00000150907,-1.213421637,0.003976917,0.098298278
ENSG00000100647,-1.213553816,0.002484805,0.080890832
ENSG00000101160,-1.214018336,0.023295482,0.185074322
ENSG00000136305,-1.214423059,0.117562087,0.366615503
ENSG00000233009,-1.214903051,0.226642074,0.520939141
ENSG00000200366,-1.215507181,0.345050316,0.631419528
ENSG00000104728,-1.215605728,0.005434818,0.112141646
ENSG00000122644,-1.215676482,0.001139111,0.055566955
ENSG00000187391,-1.215885013,0.007308163,0.125809628
ENSG00000183688,-1.216145536,0.050311803,0.240405834
ENSG00000077984,-1.216315385,0.011731011,0.147675819
ENSG00000100077,-1.216980055,0.00729294,0.125809628
ENSG00000256618,-1.217011428,0.48683226,0.794288678
ENSG00000148826,-1.217975241,0.353684709,0.642322612
ENSG00000174516,-1.218134534,0.016027737,0.164473299
ENSG00000140577,-1.218543862,0.000912631,0.05011614
ENSG00000273514,-1.218909491,0.403361959,0.702916192
ENSG00000122042,-1.218920461,0.003080515,0.088638811
ENSG00000133475,-1.219234969,0.285376759,0.560967329
ENSG00000238406,-1.219326712,0.26469581,0.560967329
ENSG00000167705,-1.219640233,0.051033182,0.241653485
ENSG00000080503,-1.220580522,0.002156321,0.076493131
ENSG00000187800,-1.221199044,0.089907524,0.314042942
ENSG00000259832,-1.221372699,0.305996866,0.580194
ENSG00000135049,-1.222076368,0.005350899,0.111254178
ENSG00000197694,-1.222287966,0.011785227,0.147827941
ENSG00000185630,-1.222288353,0.008833642,0.134242504
ENSG00000213332,-1.222655211,0.262668837,0.560967329
ENSG00000083457,-1.222828976,0.009489475,0.137243397
ENSG00000180481,-1.223138124,0.150091089,0.405909336
ENSG00000151276,-1.223254102,0.007835966,0.128823789
ENSG00000260992,-1.223522294,0.059217155,0.258564193
ENSG00000093010,-1.224011985,0.025921135,0.190635699
ENSG00000138613,-1.224051906,0.002155312,0.076493131
ENSG00000144802,-1.224909904,0.101820561,0.334024677
ENSG00000162616,-1.225023339,0.003575879,0.095174324
ENSG00000100605,-1.225839466,0.012722436,0.152831004
ENSG00000166340,-1.226226091,0.00391274,0.097843754
ENSG00000164056,-1.22630369,0.001071203,0.054217234
ENSG00000271647,-1.226375619,0.312187455,0.588408659
ENSG00000115594,-1.226507697,0.016665579,0.16639273
ENSG00000164086,-1.226657977,0.023988512,0.186394803
ENSG00000164023,-1.226751865,0.071940638,0.283344661
ENSG00000162595,-1.227268637,0.043175107,0.226458633
ENSG00000145703,-1.22739754,0.007429213,0.126356463
ENSG00000126709,-1.227942479,0.037592263,0.215362168
ENSG00000152213,-1.227982251,0.045007055,0.230013624
ENSG00000102804,-1.228006557,0.018956897,0.172988837
ENSG00000154310,-1.228450814,0.054604031,0.248648796
ENSG00000037280,-1.22877804,0.042164767,0.224303635
ENSG00000172476,-1.228907627,0.055979083,0.252576121
ENSG00000006831,-1.229260098,0.004712136,0.10605145
ENSG00000248132,-1.229337706,0.332246726,0.615061175
ENSG00000189241,-1.229764639,0.00211769,0.076005247
ENSG00000171790,-1.23013722,0.068733149,0.275346869
ENSG00000130402,-1.230555926,0.023498176,0.185693067
ENSG00000168961,-1.231222452,0.01610677,0.164697507
ENSG00000267272,-1.231265994,0.031369745,0.202680911
ENSG00000086289,-1.23145663,0.001204224,0.056813619
ENSG00000172059,-1.232041586,0.001556229,0.064981858
ENSG00000049860,-1.232178535,0.004754657,0.10632023
ENSG00000267570,-1.232824076,0.271527271,0.560967329
ENSG00000234838,-1.232908671,0.180326307,0.459209129
ENSG00000186038,-1.233948672,0.341986712,0.627636313
ENSG00000018408,-1.234526619,0.020024154,0.176286374
ENSG00000115165,-1.234978421,0.015013399,0.161116965
ENSG00000144230,-1.235025129,0.156521193,0.417596397
ENSG00000187758,-1.235382922,0.173617823,0.447533532
ENSG00000101290,-1.236054414,0.000766262,0.045571119
ENSG00000182366,-1.237056905,0.096923887,0.323291649
ENSG00000236417,-1.237079291,0.251989334,0.560580804
ENSG00000112972,-1.237265018,0.010944422,0.144320324
ENSG00000253465,-1.238014442,0.287370167,0.560967329
ENSG00000117834,-1.238704996,0.248826228,0.555587593
ENSG00000118946,-1.239122911,0.027128291,0.193274524
ENSG00000165685,-1.239292466,0.050339591,0.240515797
ENSG00000136158,-1.23947434,0.001141051,0.055566955
ENSG00000236914,-1.239568771,0.054641254,0.248766801
ENSG00000263400,-1.239750061,0.060163348,0.26032764
ENSG00000107968,-1.240157692,0.01960982,0.174795979
ENSG00000170340,-1.240462886,0.001015629,0.052858844
ENSG00000155016,-1.240606013,0.007381966,0.126060889
ENSG00000198964,-1.240634703,0.001800438,0.069837977
ENSG00000119139,-1.240680492,0.009377684,0.137004366
ENSG00000238243,-1.240831001,0.260835917,0.560967329
ENSG00000159200,-1.240984753,0.052291794,0.244418577
ENSG00000130522,-1.241505878,0.03292876,0.205980991
ENSG00000083544,-1.241637584,0.005085543,0.109733858
ENSG00000138801,-1.242075975,0.005819689,0.115644475
ENSG00000186350,-1.242186676,0.009676816,0.138139372
ENSG00000109193,-1.243031315,0.244075598,0.547648924
ENSG00000137673,-1.244052099,0.059044653,0.25837055
ENSG00000162949,-1.244593693,0.059348165,0.258580935
ENSG00000166313,-1.244626224,0.024220981,0.186992849
ENSG00000235529,-1.244890435,0.277845361,0.560967329
ENSG00000134531,-1.245019373,0.075077699,0.285651462
ENSG00000011600,-1.245252098,0.123360231,0.37822258
ENSG00000137757,-1.245353652,0.058311458,0.257087578
ENSG00000138172,-1.245792469,0.021026273,0.178814969
ENSG00000234814,-1.246533767,0.081435332,0.294144712
ENSG00000114166,-1.246751361,0.001713058,0.068030803
ENSG00000183160,-1.247341237,0.010494576,0.142108363
ENSG00000250426,-1.24754649,0.403361961,0.702916192
ENSG00000271231,-1.24754649,0.403361961,0.702916192
ENSG00000028528,-1.247816219,0.001216406,0.057298984
ENSG00000147113,-1.248141574,0.020385456,0.17730422
ENSG00000259104,-1.249419734,0.214342892,0.50110553
ENSG00000087086,-1.250888535,0.073922309,0.284422164
ENSG00000123178,-1.25242746,0.0019528,0.072505334
ENSG00000225774,-1.252457601,0.18085966,0.460025013
ENSG00000167601,-1.252705923,0.049750819,0.238986482
ENSG00000262179,-1.252872595,0.152766684,0.411059141
ENSG00000138867,-1.25349016,0.00467443,0.10565156
ENSG00000179277,-1.254019258,0.080736688,0.292267002
ENSG00000174370,-1.254239343,0.02551115,0.189813124
ENSG00000116871,-1.254520231,0.011317678,0.145520217
ENSG00000227449,-1.254600225,0.286587071,0.560967329
ENSG00000085117,-1.255710645,0.023352028,0.185306069
ENSG00000185022,-1.256404911,0.03152387,0.202879147
ENSG00000065054,-1.256473775,0.048617277,0.236315044
ENSG00000110756,-1.25769979,0.000617829,0.041063889
ENSG00000118503,-1.257937197,0.023173819,0.184886178
ENSG00000123700,-1.258041651,0.016411368,0.165683319
ENSG00000107485,-1.258086869,0.014401473,0.159134663
ENSG00000135378,-1.258196094,0.002203083,0.077067147
ENSG00000234964,-1.258713488,0.16019571,0.424102522
ENSG00000136830,-1.260194187,0.022482515,0.183090483
ENSG00000211584,-1.260301272,0.016746225,0.166572334
ENSG00000076356,-1.261001197,0.016424438,0.165724058
ENSG00000137462,-1.261531318,0.018654218,0.172253905
ENSG00000205126,-1.261764631,0.294935836,0.565963519
ENSG00000023330,-1.261829148,0.007117133,0.124592052
ENSG00000175556,-1.262653315,0.014182683,0.15856771
ENSG00000092009,-1.263558265,0.203297209,0.482916702
ENSG00000135077,-1.263625661,0.028401518,0.196590643
ENSG00000176485,-1.263782277,0.030334171,0.201241109
ENSG00000025039,-1.264293984,0.0110285,0.144375524
ENSG00000204187,-1.265176003,0.205713814,0.487140654
ENSG00000185133,-1.265327993,0.045211096,0.230013624
ENSG00000165424,-1.265397662,0.002969819,0.087408046
ENSG00000140287,-1.267155232,0.060092562,0.260160233
ENSG00000166501,-1.268060819,0.008161775,0.130085135
ENSG00000127249,-1.268101364,0.177542728,0.454416523
ENSG00000196405,-1.268761069,0.001110369,0.054950409
ENSG00000117245,-1.269435819,0.114897775,0.361155917
ENSG00000185565,-1.269580716,0.042029205,0.223949641
ENSG00000107263,-1.270094211,0.00645899,0.119419782
ENSG00000035403,-1.270378683,0.007306574,0.125809628
ENSG00000162105,-1.270417394,0.085105044,0.30273862
ENSG00000110108,-1.27093645,0.010624075,0.142820692
ENSG00000162706,-1.271316331,0.114995957,0.361333714
ENSG00000172322,-1.271324584,0.028496169,0.196949213
ENSG00000004948,-1.271875446,0.175245419,0.450404483
ENSG00000219507,-1.272434667,0.049541674,0.238322522
ENSG00000179104,-1.272656126,0.003999811,0.098475937
ENSG00000198948,-1.27287426,0.03850785,0.216163321
ENSG00000117318,-1.27334092,0.039763433,0.218537089
ENSG00000163947,-1.274008622,0.001782925,0.069527161
ENSG00000131171,-1.274711665,0.007697162,0.127778038
ENSG00000116147,-1.275886029,0.316502365,0.594089118
ENSG00000242640,-1.275946275,0.118161653,0.367878276
ENSG00000198909,-1.276339469,0.001928645,0.072139926
ENSG00000057704,-1.277124502,0.005099689,0.109733858
ENSG00000104827,-1.277226562,0.192061265,0.463952491
ENSG00000166948,-1.277226562,0.192061265,0.463952491
ENSG00000169840,-1.277226562,0.192061265,0.463952491
ENSG00000175398,-1.277226562,0.192061265,0.463952491
ENSG00000178602,-1.277226562,0.192061265,0.463952491
ENSG00000187003,-1.277226562,0.192061265,0.463952491
ENSG00000188399,-1.277226562,0.192061265,0.463952491
ENSG00000196242,-1.277226562,0.192061265,0.463952491
ENSG00000197891,-1.277226562,0.192061265,0.463952491
ENSG00000199143,-1.277226562,0.192061265,0.463952491
ENSG00000200852,-1.277226562,0.192061265,0.463952491
ENSG00000204671,-1.277226562,0.192061265,0.463952491
ENSG00000207776,-1.277226562,0.192061265,0.463952491
ENSG00000207947,-1.277226562,0.192061265,0.463952491
ENSG00000210841,-1.277226562,0.192061265,0.463952491
ENSG00000212568,-1.277226562,0.192061265,0.463952491
ENSG00000213911,-1.277226562,0.192061265,0.463952491
ENSG00000214015,-1.277226562,0.192061265,0.463952491
ENSG00000215203,-1.277226562,0.192061265,0.463952491
ENSG00000222371,-1.277226562,0.192061265,0.463952491
ENSG00000222727,-1.277226562,0.192061265,0.463952491
ENSG00000223765,-1.277226562,0.192061265,0.463952491
ENSG00000223817,-1.277226562,0.192061265,0.463952491
ENSG00000226794,-1.277226562,0.192061265,0.463952491
ENSG00000227882,-1.277226562,0.192061265,0.463952491
